Date,Open,High,Low,Close,Adj Close,Volume,returns,cumulative_returns,50_ma,200_ma
2020-01-03,74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.16759490966797,146322800,-0.00972203551987938,0.9902779644801206,,
2020-01-06,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,72.74264526367188,118387200,0.007968245219206693,0.998168742136275,,
2020-01-07,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.40055084228516,108872000,-0.0047030460371630944,0.993474308589151,,
2020-01-08,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.56520080566406,132079200,0.016086288271489613,1.009455622707435,,
2020-01-09,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.12776947021484,170108400,0.021240813976545425,1.0308972818069413,,
2020-01-10,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.29763793945312,140644800,0.0022607036734636488,1.033227835078886,,
2020-01-13,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,76.90631103515625,121532000,0.02136437073337283,1.0553020975995515,,
2020-01-14,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,75.8678207397461,161954400,-0.013503277683875936,1.041052060335288,,
2020-01-15,77.9625015258789,78.875,77.38749694824219,77.83499908447266,75.54269409179688,121923600,-0.004285519922216707,1.0365906109906564,,
2020-01-16,78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,76.48895263671875,108829200,0.012526478905240834,1.0495754414126015,,
2020-01-17,79.06749725341797,79.68499755859375,78.75,79.68250274658203,77.3357925415039,137816400,0.011070996257037002,1.0611952871959585,,
2020-01-21,79.29750061035156,79.75499725341797,79.0,79.14250183105469,76.81168365478516,110843200,-0.006776907061324833,1.0540036653607154,,
2020-01-22,79.6449966430664,79.99749755859375,79.32749938964844,79.42500305175781,77.08586120605469,101832400,0.003569526034268966,1.0577659588844355,,
2020-01-23,79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,77.45709991455078,104472000,0.004815859995308536,1.0628600116502263,,
2020-01-24,80.0625,80.8324966430664,79.37999725341797,79.57749938964844,77.23389434814453,146537600,-0.002881976618964499,1.059796873947418,,
2020-01-27,77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,74.96277618408203,161940000,-0.029405250929448234,1.0286332809347494,,
2020-01-28,78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,77.08344268798828,162234000,0.02828933448469395,1.0577326318812006,,
2020-01-29,81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,78.69696807861328,216229200,0.020932336067801982,1.0798734468016185,,
2020-01-30,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,78.58293151855469,126743200,-0.0014491004070108504,1.078308601750338,,
2020-01-31,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,75.09867095947266,199588400,-0.04433873334381144,1.0304977641949917,,
2020-02-03,76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,74.89241027832031,173788400,-0.0027462960056099384,1.027667712301393,,
2020-02-04,78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,77.3648910522461,136616400,0.03301367951955725,1.0615948048079078,,
2020-02-05,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,77.99573516845703,118826800,0.008154323518098083,1.0702513922914436,,
2020-02-06,80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,78.90806579589844,105425600,0.011696932976394514,1.0827700510949696,,
2020-02-07,80.59249877929688,80.8499984741211,79.5,80.00749969482422,77.83549499511719,117684000,-0.015928147387491265,1.0655235301343675,,
2020-02-10,78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,78.2052001953125,109348800,0.0047495204183034545,1.0705842558969234,,
2020-02-11,80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,77.73333740234375,94323200,-0.006033284139495332,1.064125116885827,,
2020-02-12,80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,79.57933807373047,113730400,0.023747777614394394,1.0893957235155232,,
2020-02-13,81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,79.01265716552734,94747600,-0.007121078859769314,1.0816380506588736,,
2020-02-14,81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,79.03211212158203,80113600,0.0002463049559713326,1.0819044634713182,,
2020-02-18,78.83999633789062,79.9375,78.65249633789062,79.75,77.5849838256836,152531200,-0.018310546187148335,1.0620942018228448,,
2020-02-19,80.0,81.14250183105469,80.0,80.90499877929688,78.70863342285156,93984000,0.014482743314067292,1.0774762395232043,,
2020-02-20,80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,77.90115356445312,100566000,-0.010258968463974338,1.066422444761254,,
2020-02-21,79.65499877929688,80.11250305175781,77.625,78.26249694824219,76.13787841796875,129554000,-0.02263503052234317,1.0422839401743713,,
2020-02-24,74.31500244140625,76.04499816894531,72.30750274658203,74.54499816894531,72.52129364013672,222195200,-0.047500385551912494,0.9927750511615222,,
2020-02-25,75.23750305175781,75.63249969482422,71.53250122070312,72.0199966430664,70.06483459472656,230673600,-0.033872179058296537,0.9591475968639697,,
2020-02-26,71.63249969482422,74.47000122070312,71.625,73.1624984741211,71.17632293701172,198054800,0.015863675150069367,0.9743632027615894,,
2020-02-27,70.2750015258789,71.5,68.23999786376953,68.37999725341797,66.52364349365234,320605600,-0.06536820530254006,0.9106708288842293,,
2020-02-28,64.31500244140625,69.60250091552734,64.09249877929688,68.33999633789062,66.48475646972656,426510000,-0.0005849797767482068,0.9101381048660575,,
2020-03-02,70.56999969482422,75.36000061035156,69.43000030517578,74.70249938964844,72.67452239990234,341397200,0.09310072274952952,0.9948726202309746,,
2020-03-03,75.9175033569336,76.0,71.44999694824219,72.33000183105469,70.36642456054688,319475600,-0.0317592795151177,0.9632761826031215,,
2020-03-04,74.11000061035156,75.8499984741211,73.28250122070312,75.68499755859375,73.6303482055664,219178400,0.04638456577639127,1.007957330055907,,
2020-03-05,73.87999725341797,74.88749694824219,72.85250091552734,73.2300033569336,71.24198913574219,187572800,-0.03243699915243503,0.9752622189951929,,
2020-03-06,70.5,72.70500183105469,70.30750274658203,72.25749969482422,70.29589080810547,226176800,-0.013280125870939186,0.9623106139697654,,
2020-03-09,65.9375,69.52249908447266,65.75,66.5425033569336,64.73604583740234,286744800,-0.07909208541712087,0.8861994606918666,,
2020-03-10,69.28500366210938,71.61000061035156,67.34249877929688,71.33499908447266,69.39842987060547,285290000,0.07202157246522778,0.9500249393687317,,
2020-03-11,69.34750366210938,70.30500030517578,67.96499633789062,68.85749816894531,66.98819732666016,255598800,-0.03473051023093954,0.9170300884923382,,
2020-03-12,63.98500061035156,67.5,62.0,62.057498931884766,60.372798919677734,418474000,-0.09875466605505201,0.8264690883408425,,
2020-03-13,66.22250366210938,69.9800033569336,63.23749923706055,69.49250030517578,67.60594940185547,370732000,0.11980826654731591,0.9254869171698994,,
2020-03-16,60.48749923706055,64.7699966430664,60.0,60.5525016784668,58.908653259277344,322423600,-0.12864695596573805,0.8064258424898767,76.16099975585938,
2020-03-17,61.877498626708984,64.40249633789062,59.599998474121094,63.21500015258789,61.49886703491211,324056000,0.04397008216537346,0.841884453044437,75.93814979553223,
2020-03-18,59.942501068115234,62.5,59.279998779296875,61.66749954223633,59.993385314941406,300233600,-0.024479958975183402,0.8212751561720645,75.67249984741211,
2020-03-19,61.84749984741211,63.209999084472656,60.65250015258789,61.19499969482422,59.53371047973633,271857200,-0.007662056203340817,0.8149824997670666,75.4044497680664,
2020-03-20,61.79499816894531,62.95750045776367,57.0,57.310001373291016,55.75418472290039,401693200,-0.06348555177559367,0.7632428860819017,75.0346997833252,
2020-03-23,57.02000045776367,57.125,53.15250015258789,56.092498779296875,54.56972122192383,336752800,-0.02124415572883842,0.7470284353510497,74.60839973449707,
2020-03-24,59.09000015258789,61.92250061035156,58.57500076293945,61.720001220703125,60.044456481933594,287531200,0.10032540114763622,0.8219743627963347,74.2911498260498,
2020-03-25,62.6875,64.5625,61.07500076293945,61.380001068115234,59.713687896728516,303602000,-0.0055087515531973,0.817446310248592,73.93394989013672,
2020-03-26,61.630001068115234,64.66999816894531,61.59000015258789,64.61000061035156,62.856014251708984,252087200,0.052622995862315225,0.8604627840504685,73.66274993896485,
2020-03-27,63.1875,63.967498779296875,61.76250076293945,61.935001373291016,60.25362777709961,204216800,-0.04140224751262378,0.8248376908898096,73.34474998474121,
2020-03-30,62.685001373291016,63.880001068115234,62.349998474121094,63.70249938964844,61.97313690185547,167976400,0.028537950709074167,0.8483768682554096,73.0426000213623,
2020-03-31,63.900001525878906,65.62249755859375,63.0,63.5724983215332,61.846656799316406,197002000,-0.002040753021636643,0.8466455405980308,72.72039993286133,
2020-04-01,61.625,62.18000030517578,59.782501220703125,60.227500915527344,58.59248352050781,176218400,-0.05261705130869221,0.8020975487481087,72.34209991455079,
2020-04-02,60.084999084472656,61.287498474121094,59.224998474121094,61.23249816894531,59.5701904296875,165934000,0.016686683626928822,0.8154818967820034,71.97824981689453,
2020-04-03,60.70000076293945,61.42499923706055,59.74250030517578,60.352500915527344,58.714080810546875,129880000,-0.014371408643005013,0.8037622732023765,71.58914978027343,
2020-04-06,62.724998474121094,65.77749633789062,62.345001220703125,65.61750030517578,63.83616256713867,201820400,0.08723746836966395,0.873880459087598,71.30994979858399,
2020-04-07,67.69999694824219,67.92500305175781,64.75,64.85749816894531,63.096778869628906,202887200,-0.011582308571582711,0.8637589059557691,71.06234970092774,
2020-04-08,65.68499755859375,66.84249877929688,65.30750274658203,66.51750183105469,64.71172332763672,168895200,0.02559462990362782,0.8858664954796694,70.80424972534179,
2020-04-09,67.17500305175781,67.51750183105469,66.17500305175781,66.99749755859375,65.17868041992188,161834800,0.0072160816976889475,0.8922589804842962,70.52249969482422,
2020-04-13,67.07749938964844,68.42500305175781,66.4574966430664,68.3125,66.45799255371094,131022800,0.01962763520019828,0.9097719142573428,70.26939971923828,
2020-04-14,70.0,72.0625,69.51249694824219,71.76249694824219,69.81432342529297,194994800,0.050503157522300945,0.9557182685524467,70.157099609375,
2020-04-15,70.5999984741211,71.5824966430664,70.15750122070312,71.10749816894531,69.17710876464844,131154400,-0.009127313111321755,0.9469951286691582,70.03594955444336,
2020-04-16,71.84500122070312,72.05000305175781,70.5875015258789,71.67250061035156,69.72677612304688,157125200,0.007945750532016405,0.9545197157165981,69.87514953613281,
2020-04-17,71.17250061035156,71.73750305175781,69.21499633789062,70.69999694824219,68.7806625366211,215250000,-0.01356871399529369,0.9415681106911705,69.6818994140625,
2020-04-20,69.48750305175781,70.41999816894531,69.2125015258789,69.23249816894531,67.35302734375,130015200,-0.02075670215900005,0.9220242618551415,69.44049942016602,
2020-04-21,69.06999969482422,69.3125,66.35749816894531,67.09249877929688,65.27110290527344,180991600,-0.03091033035419699,0.8935241873266144,69.18219940185547,
2020-04-22,68.40249633789062,69.4749984741211,68.05000305175781,69.0250015258789,67.1511459350586,116862400,0.028803558993071077,0.9192608639680124,68.95494949340821,
2020-04-23,68.96749877929688,70.4375,68.71749877929688,68.75749969482422,66.89089965820312,124814400,-0.0038754339028068685,0.9156983292502673,68.73204956054687,
2020-04-24,69.30000305175781,70.75250244140625,69.25,70.74250030517578,68.822021484375,126161200,0.028869586869241237,0.9421341617125769,68.51089950561523,
2020-04-27,70.44999694824219,71.13500213623047,69.98750305175781,70.7925033569336,68.87067413330078,117087600,0.0007068318414262809,0.9428000921369708,68.30239959716796,
2020-04-28,71.2699966430664,71.4574966430664,69.55000305175781,69.6449966430664,67.75431823730469,112004800,-0.016209438280229915,0.9275178322328815,68.07054946899414,
2020-04-29,71.18250274658203,72.4175033569336,70.97250366210938,71.93250274658203,69.97974395751953,137280800,0.0328452324470514,0.9579823710313558,67.91419952392579,
2020-04-30,72.48999786376953,73.63249969482422,72.0875015258789,73.44999694824219,71.45603942871094,183064000,0.021096085131450115,0.9781920486850617,67.76509948730468,
2020-05-01,71.5625,74.75,71.4625015258789,72.26750183105469,70.30562591552734,240616800,-0.01609932152918625,0.9624438203759875,67.60894958496094,
2020-05-04,72.2925033569336,73.42250061035156,71.58000183105469,73.29000091552734,71.30036163330078,133568000,0.014148809057535017,0.976061254219092,67.50949966430665,
2020-05-05,73.76499938964844,75.25,73.61499786376953,74.38999938964844,72.3705062866211,147751200,0.015008847869833364,0.9907108090953051,67.5063996887207,
2020-05-06,75.11499786376953,75.80999755859375,74.71749877929688,75.15750122070312,73.1171646118164,142333600,0.010317271640702286,1.0009322416301212,67.56914978027343,
2020-05-07,75.80500030517578,76.2925033569336,75.49250030517578,75.93499755859375,73.87354278564453,115215200,0.010344893394040211,1.0112867789644424,67.62459976196288,
2020-05-08,76.41000366210938,77.5875015258789,76.07250213623047,77.53250122070312,75.63188171386719,133838400,0.02103777854047717,1.0325620062612089,67.80764984130859,
2020-05-11,77.0250015258789,79.26249694824219,76.80999755859375,78.75250244140625,76.82195281982422,145946400,0.015735352290909388,1.0488097331919373,68.0158999633789,
2020-05-12,79.4574966430664,79.92250061035156,77.72750091552734,77.85250091552734,75.94400787353516,162301200,-0.011428227649636025,1.0368236967998659,68.07889999389648,
2020-05-13,78.0374984741211,78.98750305175781,75.80249786376953,76.9124984741211,75.02706146240234,200622400,-0.012074145728808161,1.0243049363896226,68.17054992675781,
2020-05-14,76.12750244140625,77.44750213623047,75.38249969482422,77.38500213623047,75.48797607421875,158929200,0.006143392445746132,1.0305976435979791,68.20455001831054,
2020-05-15,75.0875015258789,76.9749984741211,75.05249786376953,76.92749786376953,75.04170989990234,166348400,-0.005912053496561764,1.0245046951955974,68.27849990844726,
2020-05-18,78.2925033569336,79.125,77.58000183105469,78.73999786376953,76.80977630615234,135178400,0.023561145888427948,1.0486431997824803,68.40814987182617,
2020-05-19,78.75749969482422,79.62999725341797,78.25250244140625,78.28500366210938,76.36592102050781,101729600,-0.005778438074729886,1.0425836799900507,68.64299987792968,
2020-05-20,79.16999816894531,79.87999725341797,79.12999725341797,79.80750274658203,77.85111236572266,111504800,0.01944815754296969,1.0628600116502263,68.81244995117187,
2020-05-21,79.66500091552734,80.22250366210938,78.96749877929688,79.2125015258789,77.27069854736328,102688800,-0.007455454690675767,1.0549359069908368,69.01955001831055,
2020-05-22,78.94249725341797,79.80750274658203,78.8375015258789,79.72250366210938,77.76818084716797,81803200,0.006438404625611405,1.0617280112141303,69.37285011291505,
2020-05-26,80.875,81.05999755859375,79.125,79.18250274658203,77.24141693115234,125522000,-0.006773506735514134,1.0545363893788873,69.56665016174317,
